Credential Compromise Scope Analysis,"Determining which credentials may have been compromised by analyzing the user logon history of a particular system.   Credentials may be stored in memory for a variety of reasons; on Windows, they may be stored in lsass.exe.  Once a credential dumper like mimikatz runs and dumps the memory of lsass.exe, the credentials of every account logged on since boot are potentially compromised. When such an event occurs, this analytic will give the forensic context to identify compromised users. Those users could potentially be used in later events for additional logons. Operating System may cache a certain number of credentials onto the hard disk to use as a source of truth if it cannot contact the credential server.  In many versions of Microsoft Windows, the 10 most recent are cached by default; this setting can be changed in the Microsoft Management Console's Local Security Policy: Computer Configuration -> Windows Settings -> Local Policy -> Security Options -> Interactive Logon: Number of previous logons to cache -> 0  Here we are not concerned with the alteration of the credentials but the fact that they might be read.  If the attacker has physical access to the machine they are unlikely to be stopped from reading files on the filesystem. ""In the event that the domain controller is unavailable Windows will check the last password hashes that has been cached in order to authenticate the user with the system. These password hashes are cached in the following registry setting: HKEY_LOCAL_MACHINE\SECURITY\Cache Mimikatz can retrieve these hashes if the following command is executed: lsadump::cache"" [1] The Registry Hive, HKEY_LOCAL_MACHINE\SAM, which is stored in the supporting files %systemroot%\System32\Config{Sam,sam.log,sam.sav}, contains the SAM file. DC: This is stored in %systemroot%\ntds\ntds.dit. (https://www.ultimatewindowssecurity.com/blog/default.aspx?d=10/2017) Sometimes memory, which contains credentials, could get on the hard disk. Like with hiberfil.sys in Windows.  Equivalent on Linux In Linux, an attacker could read the /etc/shadow file. Reading from /proc directory: mimipenguin, many others. Effective implementation requires identifying any location that could end up containing credentials, and detecting an method of potential access to a source of credential data.  https://medium.com/blue-team/preventing-mimikatz-attacks-ed283e7ebdd5 "
Domain Account Monitoring,Monitoring the existence of or changes to Domain User Accounts.  
Job Function Access Pattern Analysis,"Detecting anomalies in user access patterns by comparing user access activity to behavioral profiles that categorize users by role such as job title, function, department.   Peer group analysis identifies functionally similar groups of actors (users or resources) based on categorizations such as job title, organizational hierarchy, or other attribute that indicates similarity of job function. Current user access activity is then compared to the appropriate peer group behavior profile to identify anomalies. Potential for false positives from anomalies that are not associated with malicious activity."
Local Account Monitoring,Analyzing local user accounts to detect unauthorized activity.  
Resource Access Pattern Analysis,Analyzing the resources accessed by a user to identify unauthorized activity.   This technique analyzes a user's resource accesses by comparing the user's recent activity against a baseline activity model. Major differences between the current activity and the baseline model might indicate unauthorized activity if they are severe enough.  Potential for false positives from anomalies that are not associated with malicious activity. Attackers that move low and slow may not differentiate their resource access activity behavior enough to trigger an alert. 
Session Duration Analysis,Analyzing the duration of user sessions in order to detect unauthorized  activity.   Detecting unauthorized user sessions by comparing the duration of a user logon session with a baseline behavior model. The behavior model comprises historical user session duration times.  Abnormalities between session duration and the behavior model may indicate suspicious activity.  Potential for false positives from anomalies that are not associated with malicious activity. Attackers may not differentiate their session duration enough to trigger an alert. 
User Data Transfer Analysis,Analyzing the amount of data transferred by a user.   Unusual data transfer activity may indicate unauthorized activity. Data transfers can be analyzed by collecting network traffic or application logs.  There is a potential for false positives from anomalies that are not associated with unauthorized activity. Attackers that move low and slow may not differentiate their data transfer behavior enough for an alert to trigger. 
User Geolocation Logon Pattern Analysis,Monitoring geolocation data of user logon attempts and comparing it to a baseline user behavior profile to identify anomalies in logon location.   Geolocation data for each user logon attempt is collected and used to create a baseline user behavior profile. Current geolocation logon data is then compared against the user behavior profile. Logon activity that deviates from normal patterns and can help in identifying situations that may be indicative of a remote attacker using stolen credentials. For example:   logons from locations that are different from where a user usually logs in logons from a location in which an enterprise has no users located logon that is not physically possible given the elapsed time since a logon from another location.   Potential for false positives from logon anomalies that are not associated with malicious activity. Attackers may not differentiate their logon behavior enough to trigger an alert. 
Web Session Activity Analysis,"Monitoring changes in user web session behavior by comparing current web session activity to a baseline behavior profile or a catalog of predetermined malicious behavior.   User web session data is collected over a period of time to create a user behavior profile. Data collected includes clicks made on a website, average time between clicks, filling out web forms, order in which pages are viewed, and downloading files. Current user web session behavior is then compared against the use behavior profile to identify anomalies and a likelihood that the current user web session is malicious. Current user web session behavior can also be compared to predetermined known malicious behavior profiles that are developed through analysis of malware in run time at a threat research facility.   Potential for false positives from anomalies that are not associated with malicious activity. Attackers may not differentiate their web session activity enough to trigger an alert. "
Execution Isolation,"Execution Isolation techniques prevent application processes from accessing non-essential system resources, such as memory, devices, or files.  "
Executable Allowlisting,"Using a digital signature to authenticate a file before opening. This technique is generic and there are numerous ways to compute and authenticate digital signatures.  A digital certificate is generated from a private/public key pair issued by a certificate authority (CA). A hash of the file is encrypted using the private key. When the file is downloaded by another user, the user's system uses the public key to decrypt the hash and a new hash is created of the downloaded file. The hash decrypted by the public key is compared to the new hash and if there is a mismatch, further techniques, such as file deletion, file quarantine, or Executable Blacklisting may be invoked. This technique may be invoked when deciding whether to execute a file. Organizations which download or create high volumes of software make management complex, in particular engineering or scientific organizations."
Executable Denylisting,"Blocking the execution of files on a host in accordance with defined application policy rules. A policy-enforcing application can register an application for denylisting based on conditions including the following:  File attributes file name file path file hash file publisher, as obtained from the digital signature permissions of the file   File malware scan (eg. Windows SmartScreen) User-File combination  This may be done to prevent execution of applications which are:  an old version with known vulnerabilities without a valid license, which could cause legal issues in a directory that is accessible to low-privileged users, that could be accessed by a malware dropper known trojan horse programs too open in their permissions, possibly set to run as a user other than the originator or allowing execution when they should not be a match to the hash of other known malware are detected as undesirable based on a file scan runtime behavior  System administrators will customize the rules for the given environment. The policy-enforcing program may work by running in kernel mode, and [intercepting] [system calls which execute a process].   If denylisting is done by filename, filepath, or hash, these mechanisms may be a worthy first line of defense and detection, but could still be evaded by an attacker. Continuous management is needed to keep the denylist up to date, whether it is based on hash, publisher, behavior, or any other digital artifact. Although denylists based on attributes such as file path and virus scan could defend against some threats which they have not been explicitly coded to block, denylists may not provide protection from new, unknown, or zero day attacks.   On a Windows machine the Windows Defender Application Control (WDAC) policy enforcement is run in the kernel and allows for restricting applications."
Hardware-based Process Isolation,"Preventing one process from writing to the memory space of another process through hardware based address manager implementations. Process isolation, in this context, is address space separation controlled by a security function that limits the communication between processes so that one process cannot directly modify the executing code of another process. For example with virtual address space:  Process A address space is different from process B address space, which prevents process A from writing to process B  Hardware process isolation is commonly implemented through Direct Memory Access (DMA) which collaborates with a Memory Management Unit (MMU), or Input-Output Memory Management Unit (IOMMU). These hardware controls are deployed directly on processors to aid hosts or enclaves in process isolation.  DMA - Direct memory access allows memory access to occur independently of the program currently run by the microprocessor. DMA allows for I/O devices to directly read from and write to memory, or it can be used to efficiently copy blocks of memory. During DMA transfers, the microprocessor can execute an unrelated program. MMU - A memory management unit acts as an access control and is responsible for performing the translation of virtual memory addresses to physical memory addresses. The MMU allocates each process its own virtual memory space. IOMMU - An input-output memory management unit is used to allocate each I/O device its own virtual address space to the underlying physical addresses. IOMMU allows devices that do not support long memory addresses to address the entire memory space.    Private hosts may be vulnerable to DMA attack if they have a PCI or PCI Express port that connects attached devices directly to physical address space.   Intel Virtualization Technology for Directed I/O (Intel VT-d) Firecracker "
IO Port Restriction,"Limiting access to computer input/output (IO) ports to restrict unauthorized devices.   Software-based restriction uses agent software installed on a computer system. The agent software monitors all IO port system traffic. The agent software is configurable to limit the use of certain devices connected to IO ports. The restriction software can also be configured to limit the access to files and applications on external storage devices connected to IO ports. Hardware-based restriction can also be employed to limit access to IO ports. For example, a hardware USB filter device that is placed between the host system and the external devices can filter IO port connections based on configurable rules. When new devices are connected to the USB filter the type of device is determined. Using an allow list a connection determination is made for the device. Some implementations detect when a device is connected in order to authorize the connection against a list of approved devices, in some cases by device type. For example, if the device is determined to be a storage device, then the contained files and executables are examined to more accurately identify the device type. Types of restrictions that may be applied:  Device connection Device command filtering Device file system read or write restrictions   Agent software will need to be installed on host systems Configurations for allow/deny for devices and files will need to be maintained "
Kernel-based Process Isolation,Using kernel-level capabilities to isolate processes.  
Mandatory Access Control,"Controlling access to local computer system resources with kernel-level capabilities.   Mandatory access control is a non-discretionary access control system because the rules and polices that determine access is determined by a security control authority and not distributed to local users. Access determinations are based on designed access control polices and are not based on local resource owner determinations. Access is typically granted by defining sets of subjects and sets of objects. Subjects are the entities requesting access and objects are the resources that subjects are trying to access. Rules and policies are defined that associate subjects and object permissions and access controls.  A fine-grained form of mandatory access control is to apply security labels to individual resources, including processes, and the access control decisions are against a particular resource and a given user attempting to gain access. This type of MAC requires that the file system has built-in support for security labels.  Access controls are typically implemented through the use of label identifiers for every file system object. Identifier labels are applied to resources and users are assigned a similar access identifier. Users attempting to access a resource will result in the operating system performing an access control check. The access control check will compare the assigned user's credentials to that of the resource or object they are attempting to access.  A security context is associated with resources and is used to determine assess. Typical basic access control elements include users, roles and types and together they form a security context which is the basis for the security labels. This type of access control is what is employed in SELinux [2]. This form of MAC is considered the most flexible implementation, but it also is the most complex to deploy across the enterprise. Where multiple virtual machines (VM) are run together this type of access control is typically employed to ensure true isolation of processes and VMs. A less fine-grained form of mandatory access control is to apply security labels that allow for access control at the file path level.  Access control is filesystem agnostic and no relabeling of resources is required. Pathname access control usually seems more natural for implementation and corresponding access audits.  This type of MAC is what is employed in AppArmor [3]. AppArmor was developed to provide a simpler alternative MAC method with much less management overhead. A simple access policy is maintained that defines path resource access rules. Access control attributes are typically associated with programs instead of users. Some implementations of security label mandatory access control contain complex rules set that are hard to verify and complex to maintain over time. Initial planning of access model and continuous monitoring of the available users, resources and object is necessary.  Linux C-Groups, and policy engines like SELinux and AppArmor Windows Mandatory Integrity Control introduced in Windows Vista   Implementation of Mandatory Access Control in Distributed Systems SELinux AppArmor "
System Call Filtering,Configuring a kernel to use an allow or deny list to filter kernel api calls.  
Network Isolation,Network Isolation techniques prevent network hosts from accessing non-essential system network resources.  
Broadcast Domain Isolation,"Broadcast isolation restricts the number of computers a host can contact on their LAN. Software Defined Networking, or other network encapsulation technologies intercept host broadcast traffic then route it to a specified destination per a configured policy. This can be implemented within hypervisors, networking hardware (WAPs, switches, routers), or virutal hardware. This technique is highly dependent on network infrastructure and networking requirements."
DNS Allowlisting,Permitting only approved domains and their subdomains to be resolved.
DNS Denylisting,"Blocking DNS Network Traffic based on criteria such as IP address, domain name, or DNS query type. Rules are implemented that filter DNS queries using criteria such as:   Client subnet Type of network protocol used in query Fully qualified domain name (FQDN) of record in the query DNS Server IP address that received the DNS request Type of DNS record being queried Time of day the query is received Size of the response   For example, a DNS policy can be created for blocking DNS queries for FQDNs that have been identified as unauthorized.  Implementation considerations for DNS filtering policies to avoid over-blocking or under-blocking domains. Continuous maintenance of unauthorized domain lists is needed to keep up to date with possible site content changes. File sharing or content delivery networks may require other filtering techniques that are more fine-grained (URL blocking).  Access to malicious websites or other network resources directly by IP instead of by DNS record, or after alteration of local DNS hosts file, may not result in DNS network traffic. "
Forward Resolution Domain Denylisting,Blocking a lookup based on the query's domain name value. Policies are created that filter DNS queries using fully qualified domain name (FQDN) of record in the query. A DNS policy can be created for blocking DNS queries from FQDNs that have been identified as unauthorized. Continuous maintenance of unauthorized domain lists is needed to keep up to date as updates occur.
Hierarchical Domain Denylisting,"Blocking the resolution of any subdomain of a specified domain name. This technique is used to block DNS queries from related domains and subdomains that are unauthorized.  Hierarchical domain blacklisting considers the blacklisting of second level domains and additional sub-domains and specific hosts for a given query value. A denylist is maintained that contains DNS names and corresponding subdomains, including wildcards, that should be blocked for a given lookup.  The denylist of domain names will have to be maintained and will need to be kept up to date Other domains that resolve to the domain of interest for blocking (CNAME, etc). Denylists should have identified maintenance cycles to ensure lists are not stale. "
Homoglyph Denylisting,"Blocking DNS queries that are deceptively similar to legitimate domain names. Homoglyph domain blacklisting considers the domain and subdomain structure of a lookup and compares the named components to blacklisted named components. The blacklisted named components are typically crafted modifications of known good domains, e.g., gooogle.com versus google.com. The blacklisted domains typically resemble trusted domains, but have been altered slightly to deceive users. The blacklisted named components also include consideration for fonts or Unicode characters that can make certain characters appear very similar (zero vs capital O and the letter l vs the number one). The blacklisted domains under certain fonts will appear to be a trusted domain.  Maintaining the currency of the list can be a challenge especially with newly registered domain entries. Blacklists should have identified maintenance cycles to ensure lists are not stale. "
Forward Resolution IP Denylisting,"Blocking a DNS lookup's answer's IP address value. This technique prevents a client from learning IP addresses deemed to be potentially malicious, which would have been delivered via forward resolution responses. Responses to forward resolution requests (that is, requests where a domain is sent and IP(s) are returned) are collected, and the IP address(es) included as a response are examined. If the IP address(es) are in a range included in the blacklist, then the response is dropped and not forwarded to the client. The DNS lookup can be blocked by either dropping the network traffic with an inline device, or modifying the value of the response sent by the DNS server. To transparently prevent client applications from hanging on a request, it is common practice to replace malicious values with addresses in the range 127.0.0.0/8 or the address of a honeypot maintained by the network administrators.  This technique does not prevent the client from contacting the blacklisted IP, only from learning about this IP address via a nameserver lookup request. DNS Response traffic can be transmitted over many different protocols, which presents a challenge to implementing methods to extract all DNS answer IP address value(s). DNS has historically used UDP port 53, with TCP port 53 instead used for responses over 512 bytes or after a lack of response over UDP. Usage of new protocols to provide confidentiality for DNS traffic, such as DoH (DNS over HTTPS) and DoT (DNS over TLS), complicates collection of the IP address(es) in DNS responses. These protocols have often been enabled in browser settings transparently after a browser update, with DNS requests proxied over one of these cryptographic protocols through a specified host.   This technique must be implemented logically between the application that receives the response and the server which sent the response. DNS responses sent in an encrypted manner, such as those using DoH or DoT, will require interception of the TLS connections in order to determine the IP address(es) in the response.   Replacing the response is not effective in the case that the nameserver uses a technique to provide integrity of its responses, such as DNSSEC for DNS responses. "
Reverse Resolution Domain Denylisting,"Blocking a reverse DNS lookup's answer's domain name value. In reverse resolution requests, the client sends to a nameserver (such as a DNS server) a query of an IP address, to get a response of the associated domain name(s). This technique drops reverse lookup responses where a domain name matches an entry in the blacklist, either verbatim or as a wildcard subdomain of a higher-level domain on the list. Such domain names might be unwanted because Forward Domain Name Resolution requests to such a blacklisted domain might return an unwanted IP address. This technique is useful because relying solely on Forward Resolution Domain Blacklisting will miss instances where the domain in question is forward-resolved in a manner that is not inspected via a subsequent technique (as is likely the case if that resolution is performed with DoH (DNS over HTTPS) or DoT (DNS over TLS)). Additionally, note that responses to forward lookups of that domain are not necessarily equal to the original IP in the reverse lookup request, and that future lookups of a string based on this domain may even employ a less-common name resolution protocol, such as NBNS. The DNS response can either be blocked by dropping the network traffic with an inline device, or by modifying the value of the response sent by the DNS server.  To prevent client applications from hanging on a request, it is common practice to replace malicious values, either with names like ""localhost."" or the address of a honeypot maintained by the network administrators.  This technique does not prevent the client from contacting the blacklisted domain or any IP addresses that it might resolve to, only from learning about this domain name via a nameserver lookup. DNS response traffic can be transmitted over many different protocols, which presents a challenge to implementing methods to extract all DNS answer domain name value(s). DNS has historically used UDP port 53, with TCP port 53 instead used for responses over 512 bytes or after a lack of response over UDP. Usage of new protocols to provide confidentiality for DNS traffic, such as DoH (DNS over HTTPS) and DoT (DNS over TLS), complicates collection of the IP address(es) in DNS responses. These protocols have often been enabled in browser settings transparently after a browser update, with DNS requests proxied over one of these cryptographic protocols through a specified host.   This technique must be deployed between the application that receives the response and the server which sent the response. DNS responses sent in an encrypted manner, such as using DoH or DoT, will require interception of the TLS connections in order to determine the domain name(s) in the response.   Replacing the response is not effective in the case that the nameserver uses a technique to provide integrity of its responses, such as DNSSEC for DNS responses. "
Reverse Resolution IP Denylisting,"Blocking a reverse lookup based on the query's IP address value.  This technique prevents a client from learning domains deemed to be potentially malicious, which would have been delivered via reverse resolution responses over the DNS protocol. Queries for reverse resolution requests (that is, requests where IP(s) are sent and a domain is returned) are collected, and the IP address(es) included in the query are examined. If the IP address(es) are in a range included in the blacklist, then the query is dropped.  The blacklist will have to be maintained and will need to be kept up to date with identified maintenance cycles to ensure lists are not stale.  DNS query traffic can be transmitted over many different protocols, which presents a challenge to implementing methods to extract all DNS query IP address value(s).  DNS has historically used UDP port 53, with TCP port 53 instead used for responses over 512 bytes or after a lack of response over UDP. Usage of new protocols to provide confidentiality for DNS traffic, such as DoH (DNS over HTTPS) and DoT (DNS over TLS), complicates collection of the IP address(es) in DNS queries. These protocols have often been enabled in browser settings transparently after a browser update, with DNS queries proxied over one of these cryptographic protocols through a specified host.   "
Encrypted Tunnels,Encrypted encapsulation of routable network traffic.  
Inbound Traffic Filtering,"Restricting network traffic originating from untrusted networks destined towards a private host or enclave.   Inbound Traffic, in this context, is network traffic originating from an untrusted network towards a private host or enclave.  For example:  An untrusted network host connecting to a internal commercial portal, shopping.example.com An external mail server connecting to an internal mail server, mail.example.com  Filtering policies are developed by administrators to meet business requirements and limit connectivity. These policies are implemented on edge devices such as firewalls, routers, and intrusion prevention systems. Examples of filters:  Blocking incoming traffic from spoofed internally facing IP addresses Blocking specific ports and services from establishing connections Limiting specific IP ranges from connecting to the network Dynamic inbound filtering (Hole punching, STUN, NAT-T)   Business requirements typically drive the development of filtering rulesets Protocols using non-standard ports may circumvent filtering technology, which does not detect application protocol based on traffic content   OpenWRT (Embedded) Netfilter (Linux) Windows Firewall pf(BSD) "
Outbound Traffic Filtering,"Restricting network traffic originating from a private host or enclave destined towards untrusted networks.   Outbound traffic, in this context, is network traffic originating from a private host or enclave destined towards untrusted networks. For example:   An enterprise desktop intranet user connecting to www.example.com An internal mail server connecting to an external mail server, mail.example.com  Filtering is commonly implemented as firewall rulesets to limit outbound traffic permitted to egress a host or network. Firewalls are deployed either directly on hosts through kernel level software implementations or installed in-line directly on network links. There are benefits and disadvantages to each approach. There are various strategies for developing filtering rulesets:  Block everything by default Limit destination hosts Limit destination transport or application protocols Restrict content outbound (Ex. strings formatted as social security numbers, or proprietary data)   Dynamic IP assignment creates challenges for Outbound Traffic Filtering because users are not necessarily associated with the same IP address. This can be addressed by linking IP address management information with the filtering logic. Connections using non-standard transport layer ports may circumvent outbound traffic filtering technology which does not detect application protocol based on traffic content.  Business requirements typically drive the development of filtering rule sets.   iptables (Linux) Windows Firewall pf (BSD) "
Decoy Environment,A Decoy Environment comprises hosts and networks for the purposes of deceiving an attacker.   Systems in a decoy environment are typically configured so that some detectable means of communication does not have any legitimate business purpose.  Any communication via these means should be logged and analyzed to find potential indicators of compromise for a possible past or future attack against other systems.
Connected Honeynet,"A decoy service, system, or environment, that is connected to the enterprise network, and simulates or emulates certain functionality to the network, without exposing full access to a production system.   Decoy honeypots are deployed within the enterprise environment that emulate certain services or portions of an OS to attract attackers. A connected honeynet provides a tradeoff between emulating certain functionality but not being as sophisticated as an integrated honeynet. The connected honeynet may not provide enough functionality to detect new attack patterns or zero day exploits but could provide enough functionality for specific known vulnerabilities."
Integrated Honeynet,"The practice of setting decoys in a production environment to entice interaction from attackers.   Integrated honeynets use full production environments connected to the enterprise network, that utilize computing resources or software that attract attackers, and allow full interaction and access that provides a complete view of an attack. An attacker with control of a system on an Integrated Honeynet could:  try to attack other connected hosts on the network, its IP range of internal hosts not properly configured to react to connections from machines on the integrated honeynet, or position behind the firewall. exploit its position by eavesdropping on network traffic If an attacker manages to stop the processes used to log an attack without setting off any alarms. [1]   Honeypots for Windows, Roger Grimes, 2005 "
Standalone Honeynet,"An environment created for the purpose of attracting attackers and eliciting their behaviors that is not connected to any production enterprise systems.   A standalone honeynet does not directly interact with the real enterprise environment. It may be located near or in some portion of the enterprise address space, but it does not interact with enterprise resources. A standalone honeynet is a lower risk to deploy compared to connected or integrated honeynets due to its isolation from the enterprise network. However, this comes at cost in loss of fidelity and realism. Significant extra effort must be made in order to make the environment look realistic."
Decoy Object,A Decoy Object is created and deployed for the purposes of deceiving attackers.   Decoy objects are typically configured with detectable means of communication but do not have any legitimate business purpose. Any communication via or to these objects should be logged and analyzed to find potential indicators of compromise for a possible past or future attack against other systems.
Decoy File,"A file created for the purposes of deceiving an adversary.   The decoy file is made available as a local or network resource. Accesses to the file may be monitored. The files may be configurations, documents, executables, or other file types. Properties of the file such as cryptographic checksums, file creation date, file modified date, file size, file owner etc may be modified to improve the credibility of the file.  A CSV file with decoy user credentials is placed on a system. The system or network is then monitored to detect any accesses to the decoy files. "
Decoy Network Resource,"Deploying a network resource for the purposes of deceiving an adversary.   Decoy network resources are deployed to web application servers, network file shares, or other network based sharing services. A ""honeypot"" may serve a variety of decoy network resources.  Developing a deployment and placement strategy for the decoy network resource.   Personnel responsible for creation of decoy networks should consider the potential for resource exhaustion through denial of service attacks.   Honeypots are typically used to mimic a known system with fake vulnerabilities. This may attract attackers to the honeypot. Decoy accounts are also used to scan for attempted logins. The decoy accounts can provide security analysts with the attacker's potential intents and strategies. Tarpits are used to monitor unallocated IP space for unauthorized network activity. "
Decoy Persona,"Establishing a fake online identity to misdirect, deceive, and or interact with adversaries.   A false online identity is created for the purposes of interacting with adversaries in a direct or indirect manner. This includes the associated email addresses, social media accounts, and other online communication profiles.  Include phone numbers and online social profiles as well as automatically or manually responding to contact made to the persona to improve realism. Continuous updating and managing the decoy personas and online activity streams to ensure personas do not become stale and outdated. "
Decoy Public Release,"Issuing publicly released media to deceive adversaries.   Publicly released media includes press release, videos, or other marketing collateral. The media may include URLs, points of contact, or other identifiers to entice interaction from adversaries.  Information used in decoy public released media must contain enough realism to deceive and provide interaction from adversaries. Continuous development, creation, and distribution of media and identifiers are needed to ensure adversary interaction continues over time. Decoy public releases could be placed on platforms with different degrees of ownership, including entirely enterprise-owned infrastructure, IaaS, and SaaS (including social applications). Platforms that are not entirely enterprise-owned may be more likely to gather information "
Decoy Session Token,An authentication token created for the purposes of deceiving an adversary.   Usage of decoy session tokens may be monitored to track attacker behavior or otherwise control the beliefs of the attacker.  Interaction and activity with the decoy session token must be constantly monitored and analyzed to detect unauthorized activity. Session tokens are typically short-lived and therefore the decoy must be continuously updated to provide the appearance of it being used in the production environment. Automated tools can assist with maintenance and updates by automatically adjusting the decoy session token and environment to mimic the production environment. 
Decoy User Credential,"A Credential created for the purpose of deceiving an adversary.   A detection analytic is developed to determine when a user uses decoy credentials. Subsequent actions by that user may be monitored or controlled by the defender. A credential may be:  Domain username and password Local system username and password   Decoy credentials should be integrated with a larger decoy environment to ensure that when decoy credentials are compromised, the credentials are used to interact with a decoy asset that is being monitored. Continuous maintenance and updates are needed to ensure the legitimacy of the larger decoy environment and specifically the assets that utilize the decoy credentials. "
Credential Eviction,Credential Eviction techniques disable or remove compromised credentials from a computer network.  
Account Locking,"The process of temporarily disabling user accounts on a system or domain.   Management servers with enterprise policies for account management provide the ability to enable and disable account for given rules. The rules may include specific periods of time (eg. weekend, plant shutdown, leave periods), specific user types or groups, or individual users.  Local accounts caches vs centralized account management Single Sign-on  Role based vs Attribute based systems   Directory Services Active Directory RADIUS LDAP Oracle User Account Management JumpCloud "
Authentication Cache Invalidation,Removing tokens or credentials from an authentication cache to prevent further user associated account accesses.   Applications can locally cache user authentication credentials for certain server connections. An application may attempt to use the cached credential for a connection. If the cached credentials exist then the user will not be typically prompted for new credentials. Are these cached credentials only on the local host? Can they be persisted to the remote server? Windows Credential Management API
Process Eviction,Process eviction techniques terminate or remove running process.  
Process Termination,"Terminating a running application process on a computer system.   Processes are managed by the operating system kernel.  Different operating system kernels manage the creation and termination of processes in a different manner, and expose this functionality via the kernel API. A running process might be terminated to mitigate its immediate effects if it is exhibiting anomalous, unauthorized, or malicious behavior; such as after detecting anomalous behavior via Administrative Network Activity Analysis, after a failed check from Stack Frame Canary Validation, or after System Call Analysis finds an attempt to execute an unauthorized system call. Security software might use proprietary technology to terminate processes, instead of the system-provided functions.    Further research may provide specific detail on such methods used. In Windows, ExitProcess() is used to send a signal to a process to request it to exit, and TerminateProcess() is used to force a process to exit. The taskkill executable available in the cmd shell is used to kill a process, with the /F switch forcing termination as with TerminateProcess().  In PowerShell, Stop-Process is used, which is aliased by default to spps and kill.  Processes started in the Windows Subsystem for Linux (WSL) environment may be terminated there with the kill command. In Unix-like systems, all process termination requests are handled using signals.  The kill function takes the Process ID and signal to send, and is accessible with the kill command.  Some shells have a kill builtin function which is separate than the kill binary, which can also kill background jobs in the shell and additionally perform the function faster, and can run from an existing instance of the shell if the process table is full.  The signal SIGTERM specifies that the process to terminate may invoke a handler that it has defined instead of terminating, and the signal SIGKILL forces immediate termination. The related command xkill terminates the connection of a program to the X window server, after which the user process may decide to terminate itself; however, termination is not guaranteed as the process, which could be on the same or different host, could then run in a terminal or reconnect to a different X server on any host.  Emacs is such a program that would not terminate itself after its connection to the X server is terminated. Terminating a malicious process is not enough to stop an adversary that has already gained persistence in the host via any initial access mechanism, including through that process or another access mechanism. On most operating systems, process termination operations typically occur independently of each other, without functionality provided to atomically terminate multiple processes.  If there are multiple malicious processes which can make system calls to spawn other processes once one of them is closed, user session termination or system restart might be required. Users must have permissions to kill the process.  On Unix-like systems, either root or the process user can kill the process.  On Windows systems, process permissions are managed separately via process security tokens. Processes may have open resource handles, which could leave those resources in an undesired state if the process is forced to terminate.  As such, most operating systems provide a means to send a signal to a process to inform it to gracefully terminate, and on most of these operating systems, it is the typical first step used to terminate a process. As the process may have open resource handles, commonly-used methods of process termination involve sending a signal to the process to terminate. On Windows, the ExitProcess() function is used for this purpose.  Process instructions, as well as a third-party DLL can also cause the process to exit. On Linux, the process is sent a signal on the occurrence of various events: when it loses the console, SIGHUP; when termination is requested, SIGTERM.  The processor then redirects execution to the function registered to handle the signal.   Therefore, sending a signal to the process to ask it to terminate may not always work. On Unix-like systems, sending the SIGKILL signal for a process does not send a message to the process or invoke an implementation-defined handler; instead, it immediately does not allow the process to execute any further processor instructions.   On Windows TerminateProcess() instead of ExitProcess() performs the equivalent. Even still, as the operating system kernel manages the processes, kernel code may block process signals, including those which cannot be trapped, and does in certain circumstances.  Signals are blocked and queued for the duration of the system call when interrupting the system call would result in a kernel invariant being violated, such as when an action results in a malformed data structure; this blocking is common for filesystem requests.  Such system calls can hang when a filesystem has gone offline, leading to a long-term uninterruptible sleep, represented in POSIX command ps output as D state. Any malicious system calls or system call handlers are issues of a much larger problem (a kernel-level rootkit) and the system should be redeployed entirely or restored from a backup known to be prior to compromise, and other systems accessible directly and indirectly from that one should also be examined. A process that is truly hung in a system call may prevent the system from shutting down and leave it in an unresponsive state; a hard power off is required. To speed up the action of terminating a process in uninterruptible sleep, the process resource accesses (handles) could be analyzed. On Linux, sync followed by echo 3 > /proc/sys/vm/drop_caches is a safe way to free up some inactive resource handles. The kernel may not allow kernel processes, which are created via methods other than user-space processes, to be terminated. Terminating a shared library can lead to unexpected errors; such shared libraries have their own mechanisms for termination. On Windows, a DLL is unloaded when the reference count of the library reaches 0. After a process has been terminated, it may still take up an entry in the operating system process table until another event occurs. In Windows, a process object is deleted when the last handle to the process is closed. In Linux, a process is removed from the process table when it is reaped by its parent process.  If the parent terminates, historically the parent has been changed to pid 1; however, in the Linux kernel 3.4 and above, processes can set a different process as the subreaper using the prctl() system call. Zombie processes and hung processes could be resolved with a restart of the system. Finally a system restart might be required to kill a process. Systems which are only accessible via a remote in-band connection may become inaccessible if a process termination operation that is necessary for reboot does not complete. Processes that are started in a subsystem might not be fully terminated if they are terminated using the command for that subsystem.  For example, in the Windows Subsystem for Linux (WSL), processes started and terminated via WSL calls such as with the kill command in Bash may still have an entry in the Windows process table."
